video_id,title,description,published_at,channel_id,channel_title,category_id,tags,duration,definition,caption,view_count,like_count,dislike_count,favorite_count,comment_count
5rzr1h1bzvU,Everything are freeze in winter🥶🔥| Indian family😂|| #shorts #indian #relatable #winter #jagiya024,"Everything are freeze in winter🥶🔥| Indian family😂||

Disclaimer and warning:
This video is intended for entertainment purpose only. Any actions or activity in this videos shall not to be call to repeat them! Do not try to do that, the author shall not be hold liable for any of your actions or activity performed. This video is not made for kids.
Smoking is injurious to health! Smoking leads to cancer, heart attack and other deadly diseases. None of the actor in this video promote or support smoking in any manner.",2025-01-08T16:21:49Z,UC8_NGoazMiGbRPUTQ52_NdQ,Jagiya the fun,22,[],PT30S,hd,false,41461546,0,0,0,621
T5Vta3sXFlE,Dhakke se fass gya🥲🤣 #chetanmonga #comedy #shorts,,2025-01-10T08:54:07Z,UCZLOlM5df0CXW9bP5MAeE7A,Cheri's World,22,[],PT37S,hd,false,24940761,835147,0,0,1076
NFsm_JNtcBo,Kashmir fun 🏔️😂 | Sunny Chopra #shorts,,2025-01-10T04:25:17Z,UCAKtQfDTIJQi-E1mbkE0k0Q,Sunny Chopra,22,[],PT16S,hd,false,14757685,426555,0,0,856
JIBh-xMCOzA,Drawing Easiest Teeth 😱 🦷 #shorts,,2025-01-16T08:13:56Z,UCt85BA_hmXl2hz6fbYCKMKQ,Paintellectual PriyA,26,"['paintellectualpriya', 'paintellectual priya', 'art videos', 'easy technique for drawing', 'drawing tutorial', 'shivangi sah', 'aryan verma studios', 'crafter aditi', 'how to draw teeth', 'easy teeth drawing', 'teeth drawing tutorial', 'easy drawing tutorial', 'how to draw smile', 'easy smile drawing', 'easy pencil sketch ideas', 'how to draw face', 'Face tutorial']",PT31S,hd,false,15479760,405680,0,0,477
N-mZ4gtRJyI,"Meem Se Mohabbat - Episode 12 [CC] 23rd Jan 2025 - Spons By foodpanda, Master Paints, Skin White","👉 Subscribe To HUM TV - https://bit.ly/HumTvPK

Meem Se Mohabbat - Episode 12 [CC] 23rd Jan 2025 - Spons By Food Panda, Master Paints, Skin White [ Dananeer Mobeen & Ahad Raza Mir ] - HUM TV

Digitally Presented By foodpanda 
Digitally Powered By Master Paints 
Digitally Associated By Skin White 

'Meem Se Mohabbat’ revolves around a moving tale that artfully intertwines coincidence and destiny, bringing together two souls who could not be more dissimilar in their essence. In a world brimming with uncertainties, love manifests in the most unforeseen moments, defying the boundaries of logic, past and circumstance.

Writer:Farhat Ishtiaq 
Director:Ali Hassan 
Producer:Momina Duraid Productions 

Cast:
Ahad Raza Mir
Dananeer Mobeen
Zarrar Khan
Khadija Saleem
Faiza Gilani
Tehseen Wajahat
Rabia Rizwan
Zainab Mazhar
Muhammad Hunbal
Naveen Naqvi
Arshad Mahmood
Irfanullah
Neha
Abu Hurairah
Raana Zafar
Touseeq Haider

#meemsemohabbatep12
#dananeermubeen
#ahadrazamir 
#pandapro 
#masterpaints 
#WinterKaPerfectCompanion",2025-01-23T16:00:31Z,UCEeEQxm6qc_qaTE7qTV5aLQ,HUM TV,24,"['drama in hindi', 'drama', 'top pakistani drama', 'best pakistani drama', 'pakistani serial 2025', 'pakistani drama 2025 new', 'pakistani drama 2025 new episode', 'pakistani drama 2025 last episode', 'pakistani drama 2025 latest episode', 'pakistani drama new', 'pakistani dramas', 'Meem Se Mohabbat ep 12', 'Dananeer', 'Dananeer Mobeen', 'Meem Se Mohabbat Ep 12', 'Meem Se Mohabbat episode 12', 'Meem Se Mohabbat Episode 12', 'meem se muhabbat 12', 'meem se', 'muhabbat', 'meem se mohabbat episode 12', 'muhabbat gumshuda']",PT35M40S,hd,true,11940635,255379,0,0,6698
wjOEc3f_YAk,Maggie Lovers😋 vs PAPA 🤣 #shorts #funny,Maggie Lovers😋 vs PAPA 🤣 #shorts #funny,2025-01-12T14:09:34Z,UCVPP_lAuPWl_tBZ8R7rQPxQ,SANSAR COMEDY BAR,23,"['shorts', 'funny', 'comedy', 'trending', 'viral', 'yt shorts', 'youtube shorts', 'trending shorts', 'viral shorts', 'funny shorts', 'comedy shorts', 'funny comedy', 'latest shorts', 'latest funny shorts', 'latest comedy shorts', 'best shorts', 'best funny shorts', 'best comedy shorts', 'Maggie Lovers', 'Maggie Lovers😋', 'Maggie', 'Maggie Lovers😋 vs PAPA 🤣', 'Manu', 'chiku', 'Harry', 'PAPA', 'sansar comedy bar']",PT59S,hd,false,16951977,303730,0,0,65
xo-ldXRG3O4,Iqtidar Episode 37 (Subtitles) 23rd January 2025 | Anmol Baloch - Ali Raza | Green TV Entertainment,"Subscribe👉 https://bit.ly/GreenTvEntertainment To Watch Best Pakistani Dramas Of Green TV Entertainment  

Iqtidar Episode 37 (Subtitles) 23rd January 2025 | Digitally Powered By Jhalak Beauty Cream | Anmol Baloch - Ali Raza | Green TV Entertainment

Watch Full OST: https://youtu.be/LGyoUYq7osA

The story of a Girl (Mehrunisa) whose father has passed away, and she is supporting her family. Meanwhile, his brother is killed in an accident. Now Mehrunisa raises her voice for the justice of her brother; thus, the lie and the truth will face each other, and the truth will win.

Written by: Hina Huma Nafees
Directed by: Fahim Burney
Presented By: Multiverse Entertainment

Featuring:
Anmol Baloch
Ali Raza
Javed Sheikh
Rubina Ashraf
Seemi Pasha
Sami Khan
Roma Michael 
Ahmed Randhawa
Rabia Rizwan
Eman Khan
Jawed Sheikh
Mizna Waqas
Atif Rathore
Hareem Sohail
Anees Alam
Maryam Jaffri
Fuzan Khan
Noman Kahout
Sabahat Bukhari

#iqtidarep37 
#greentv
#pakistanidrama                        

Subscribe now and enjoy a whole new world of entertainment with Green TV.
Follow Us:
Facebook:    https://www.facebook.com/greenentertainmentofficial
Instagram:   https://www.instagram.com/greenentertainment.official
Twitter:         https://twitter.com/Greentvpakistan
TikTok:         https://www.tiktok.com/@greenentertainmenttv
Website:       https://www.greenentertainment.tv",2025-01-23T16:00:06Z,UCF2ltLX1dnPa6-L1paPaMzw,Green TV Entertainment,24,"['Iqtidar', 'Iqtidar Drama', 'Green Tv', 'Green Tv Drama', 'Green Entertainment Drama', 'Full Romantic Love Story', 'Anmol Baloch Drama', 'Best Drama Anmol Baloch', 'Anmol Baloch Drama Iqtidar', 'ali raza drama', 'Iqtidar Episode 37', 'Iqtidar Ep 37', 'iqtidar episode 37', 'Iqtidar OST', 'Green Tv OST', 'iqtidar ep 37', 'Watch Iqtidar Episode 37', 'Iqtidar Latest', 'Iqtidar Latest Episode 37', 'Iqtidar 37', 'watch Iqtidar Episode 37', 'iqtidar drama', 'iqtidar', 'pakistani drama', 'iqtidar latest', 'Iqtadar', 'Watch Iqtidar']",PT35M12S,hd,true,9926801,179705,0,0,4164
WmLAcQfaxq8,"Meem Se Mohabbat - Episode 10 [CC] 16th Jan 2025 - Spons By foodpanda, Master Paints, Skin White","👉 Subscribe To HUM TV - https://bit.ly/HumTvPK

Meem Se Mohabbat - Episode 10 [CC] 16th Jan 2025 - Spons By Food Panda, Master Paints, Skin White [ Dananeer Mobeen & Ahad Raza Mir ] - HUM TV

Digitally Presented By foodpanda 
Digitally Powered By Master Paints 
Digitally Associated By Skin White 


'Meem Se Mohabbat’ revolves around a moving tale that artfully intertwines coincidence and destiny, bringing together two souls who could not be more dissimilar in their essence. In a world brimming with uncertainties, love manifests in the most unforeseen moments, defying the boundaries of logic, past and circumstance.

Writer:Farhat Ishtiaq 
Director:Ali Hassan 
Producer:Momina Duraid Productions 

Cast:
Ahad Raza Mir
Dananeer Mobeen
Zarrar Khan
Khadija Saleem
Faiza Gilani
Tehseen Wajahat
Rabia Rizwan
Zainab Mazhar
Muhammad Hunbal
Naveen Naqvi
Arshad Mahmood
Irfanullah
Neha
Abu Hurairah
Raana Zafar
Touseeq Haider

#meemsemohabbatep10
#dananeermubeen
#ahadrazamir 
#pandapro 
#masterpaints 
#WinterKaPerfectCompanion",2025-01-16T16:00:36Z,UCEeEQxm6qc_qaTE7qTV5aLQ,HUM TV,24,"['drama in hindi', 'drama', 'top pakistani drama', 'best pakistani drama', 'pakistani serial 2025', 'pakistani drama 2025 new', 'pakistani drama 2025 new episode', 'pakistani drama 2025 last episode', 'pakistani drama 2025 latest episode', 'pakistani drama new', 'pakistani dramas', 'Meem Se Mohabbat ep 10', 'Dananeer', 'Dananeer Mobeen', 'Meem Se Mohabbat Ep 10', 'Meem Se Mohabbat episode 10', 'Meem Se Mohabbat Episode 10', 'meem se muhabbat 10', 'meem se', 'muhabbat', 'meem se mohabbat episode 10', 'muhabbat gumshuda']",PT35M27S,hd,true,16630282,304905,0,0,8124
3eRT8qZOeEo,Golu Bana Papa Ki Pari 😂 20 Lakh Ki Dress Part 2 #papakipari #shorts #aslimonaofficial,,2025-01-10T06:30:03Z,UCkaMZOILqfN5EYmQM0MmkIQ,Asli Mona Official,23,[],PT1M,hd,false,18168791,477121,0,0,404
n6ulV9KeFDE,wow so cute 🥰,,2025-01-13T12:32:32Z,UCNRl8nOCoUvki2FNFxQZgEg,dednahype,23,[],PT21S,hd,false,16507317,167483,0,0,120
GnHnJ7vIkM8,Effective teamwork [CONDA NGUYEN] #condanguyen #kindness #goodman #hero #action #help #respect,"Thank you for supporting my channel.
Subscribe to my channel to see touching and meaningful stories every day.
LIKE + SHARE + COMMENT
Your smile is my happiness.
Love you all!!!",2025-01-09T00:00:16Z,UCfxNud6-l1CKSjija0sqIXg,CONDA NGUYEN,27,"['good', 'good man', 'kindness', 'kindness man', 'help', 'Help people', 'shorts', 'viral', 'Viral video', 'trend', 'Trending', 'good people', 'hero', 'Super hero', 'nice job', 'Good job', 'education', 'indoctrination', 'rescue', 'saving', 'protect', 'defend', 'happy', 'motivation', 'respect', 'honor', 'reverend', 'honour', 'polite', 'generous', 'generosity', 'morality', 'educate', 'rear', 'train', 'Training', 'Teach', 'good person', 'cleverness', 'good manners', 'charity', 'philanthropize', 'noble', 'tolerance', 'altruistic', 'condor', 'enlightenment', 'enlighten', 'nurture', 'cause and effect', 'treat', 'renovation', 'Great']",PT25S,hd,false,44923252,278708,0,0,202
vlEYQSksNl4,Powerful Blower That Makes Cleaning Effortless!,"Bosch air blower - https://amzn.oia.bio/rj0xd


#creatingforindia  #hindi  #viral #india #technology #cleaning #gadgets#home #expensive  #india #viral   #india #viralvideo #viralshorts #viralproducts #products #review #homeproducts #india #viralvideo #viralshorts #organizinghacks   #simpleghar #simplegharhindi  #steamcleaner #hand #warmers #electric #heater  #bosch #india",2025-01-08T15:30:43Z,UCcEemKX91VohoKl6uRBAPyQ,SimpleGhar Hindi,28,[],PT40S,hd,false,35315618,515659,0,0,330
vHjHvC5R_ho,Makeup in Pakistan vs Makeup in Foreign #zoyanasir #hasnamanahai #tabishhashmi #shorts,"#zoyanasir #hasnamanahai #tabishhashmi 
#pakistandramas #pakistanmovie #entrepreneur #model 

""Pakistan's Most Watched Comedy Show of 2023"" ""First Pakistani show to have 1 Billion Digital Views""

The young man (Host) tries to understand the eccentric behavior of the people around and in doing so inadvertently offers himself to mock at. 
The host brings to light the fact that the morals are customs more preached than practiced while traditions are customs more practiced than preached. 
Gradually the host will lay bare the sensibility, psyche and sensitivity of different characters thus giving the viewers insight into the show storyline. 
The viewers come to know of perplexing paradoxes in the funniest way possible.

Do not miss an important news update ever. Subscribe and hit the bell icon to subscribe to Geo News alerts https://bit.ly/3rDNo5j

Watch Geo News Livestream: https://www.youtube.com/watch?v=O3DPVlynUM0

Visit our Website for More Latest Update - https://www.geo.tv/
 
#comedyshow 
#funnymoments 
#tabishhashmishow 
#geonews 
#comedyshow",2025-01-12T16:30:23Z,UC6HQ4d3xq9EgSeJgMhc-4AQ,Hasna Mana Hai,22,"['zoya nasir', 'zoya nasir dramas', 'zoya nasir drama', 'zoya nasir husband', 'zoya nasir family', 'zoya nasir new drama', 'zoya nasir 2023 drama', 'zoya nasir bts', 'zoya nasir breakup', 'zoya nasir wedding', 'zoya nasir actress', 'zoya nasir interview', 'zoya nasir drama list', 'zoya nasir engagement', 'zoya nasir top 10 dramas', 'the fourth umpire zoya nasir', 'zoya nasir har pal geo', 'zoya nasir ary digital', 'hasna mana hai', 'hasna mana hai tabish hashmi', 'tabish hashmi latest', 'tabish hashmi today']",PT32S,hd,false,1678411,50550,0,0,193
1WS78v1xZEo,Iqtidar Episode 36 (Subtitles) 17th January 2025 | Anmol Baloch - Ali Raza | Green TV Entertainment,"Subscribe👉 https://bit.ly/GreenTvEntertainment To Watch Best Pakistani Dramas Of Green TV Entertainment  

Iqtidar Episode 36 (Subtitles) 17th January 2025 | Digitally Powered By Jhalak Beauty Cream | Anmol Baloch - Ali Raza | Green TV Entertainment

Watch Full OST: https://youtu.be/LGyoUYq7osA

The story of a Girl (Mehrunisa) whose father has passed away, and she is supporting her family. Meanwhile, his brother is killed in an accident. Now Mehrunisa raises her voice for the justice of her brother; thus, the lie and the truth will face each other, and the truth will win.

Written by: Hina Huma Nafees
Directed by: Fahim Burney
Presented By: Multiverse Entertainment

Featuring:
Anmol Baloch
Ali Raza
Javed Sheikh
Rubina Ashraf
Seemi Pasha
Sami Khan
Roma Michael 
Ahmed Randhawa
Rabia Rizwan
Eman Khan
Jawed Sheikh
Mizna Waqas
Atif Rathore
Hareem Sohail
Anees Alam
Maryam Jaffri
Fuzan Khan
Noman Kahout
Sabahat Bukhari

#iqtidarep36 
#greentv
#pakistanidrama                        

Subscribe now and enjoy a whole new world of entertainment with Green TV.
Follow Us:
Facebook:    https://www.facebook.com/greenentertainmentofficial
Instagram:   https://www.instagram.com/greenentertainment.official
Twitter:         https://twitter.com/Greentvpakistan
TikTok:         https://www.tiktok.com/@greenentertainmenttv
Website:       https://www.greenentertainment.tv",2025-01-17T16:00:06Z,UCF2ltLX1dnPa6-L1paPaMzw,Green TV Entertainment,24,"['Iqtidar', 'Iqtidar Drama', 'Green Tv', 'Green Tv Drama', 'Green Entertainment Drama', 'Full Romantic Love Story', 'Anmol Baloch Drama', 'Best Drama Anmol Baloch', 'Anmol Baloch Drama Iqtidar', 'ali raza drama', 'Iqtidar Episode 36', 'Iqtidar Ep 36', 'iqtidar episode 36', 'Iqtidar OST', 'Green Tv OST', 'iqtidar ep 36', 'Watch Iqtidar Episode 36', 'Iqtidar Latest', 'Iqtidar Latest Episode 36', 'Iqtidar 36', 'watch Iqtidar Episode 36', 'iqtidar drama', 'iqtidar', 'pakistani drama', 'iqtidar episode 35', 'iqtidar latest']",PT35M33S,hd,true,13943608,225415,0,0,5871
oMHMHCV4tvM,ग़रीबी रुलाती बहुत है ना ठंड देखती है ना गर्मी #trend #humanity #trending #help #helping #viraltrend,,2025-01-09T07:30:28Z,UC3jGHA2-ZYBMpX--u0slVww,YouNick Viral Vlogs,22,[],PT1M,hd,false,52466697,1346893,0,0,2356
QM2aHXO0hdo,Patang 🪁 ke Karan accident 😔 || Jaanvi Patel #shorts #patang #kite,,2025-01-11T08:00:21Z,UCRqs0TZOqe5nrwP-BrdnCjg,jaanvi patel,22,[],PT1M,hd,false,24767651,614370,0,0,641
BdAdBR75qwE,The Shocking Thing This Boy Did on a Flight Will Change Your Mind! #shorts,"A regular flight turned into a surprising adventure when a young passenger caught everyone’s attention. His antics had passengers and the flight attendant reacting in the most unexpected ways. What would you do in this situation?

Tags:
#airplane #funnykids #passengers #flightstories #aviationlife #travelmoments #unexpected #viralvideo #shorts #funnyflight #emotionaljourney",2025-01-09T14:00:11Z,UCFS6DCM-Fse-4P3wtG9x-vQ,Fabiosa Stories,22,"['Fabiosa', 'Fabiosa Stories', 'karma', 'kindness', 'tik tok', 'shorts', 'funny', 'memes', 'tiktok', 'funny video', 'meme', 'try not to laugh', 'funny videos', 'funny shorts', 'funny moments', 'try not to laugh challenge', 'viral shorts', 'comedy shorts', 'yt shorts', 'caught on camera', 'school life', 'teacher', 'trending shorts', 'if you laugh you lose', 'random acts of kindness', 'acts of kindness', 'act of kindness', 'kind', 'you tube shorts', 'karma lyrics', 'funny memes', 'dank memes', 'unusual memes', 'try not to laugh impossible']",PT23S,hd,false,67390841,1016961,0,0,1126
-dqdSZrw2OE,Tenge tenge nai mummy ko hi takla kardiya #shorts #youtubeshorts #gauravaroravlogs,,2025-01-05T07:30:00Z,UCZrBQSMI1mme3xGHl6hqfNQ,Gauravaroravlogs ,24,[],PT16S,hd,false,30568009,399855,0,0,132
0bfh_I5aPYc,Memories❤️ She Truly Loves You❤️#ytshorts #youtubeshorts #viralvideos #shortsfeed #comedy #funny,,2025-01-13T06:16:17Z,UC5JF4jPACfKYgFaHstgREGQ,Chhote & Aandu,23,[],PT1M,hd,false,12573317,444897,0,0,423
CJVLmoeRwm8,#waitforlast #trending,,2025-01-10T02:07:48Z,UCIC0jkkceKGu4y5yTh_FL9g,Kiran Family Official,24,[],PT21S,hd,false,27574436,261395,0,0,169
V-qMtzF-7WI,Papa ko sab pta hai😂 #comedy #funny #funnyvideo #youtubeshorts #youtubeshort,,2025-01-08T07:58:00Z,UCr-KG8Ffr6xztQwV5MAyh3Q,Ketan mehta,22,[],PT29S,hd,false,19816784,399047,0,0,174
iGAnlPKsLgc,When She Looks Too Younger Than You🥹#funny #comedy #ytshorts #youtubeshorts #shortsfeed #viral #fun,,2025-01-09T16:40:50Z,UC5JF4jPACfKYgFaHstgREGQ,Chhote & Aandu,23,[],PT49S,hd,false,22268798,822559,0,0,1617
axFLLgjg4cw,Mask man The serial killer 😈👨‍⚖️ || Smithbatham || #smithbatham #shorts #school #suspense,,2025-01-10T08:00:02Z,UCORr3xbQU_JsdB7UhL2NPTw,Smith Batham,22,[],PT1M,hd,false,12624738,292464,0,0,129
ORs7Hou3l0Y,देखो क्या पहन रखा हैँ,,2025-01-12T04:17:55Z,UCxyBCX9wgmtounAIU8T5pwQ,COMMANDO ACADEMY PHYSICAL,17,[],PT40S,hd,false,27212526,1192388,0,0,967
6XsJWcEafqQ,The clever angel saw through the clown's scheme at a glance#angel#clown,"Record every moment of life and convey positive energy
Hello~Hello everyone~
✦This is the Superman couple✦
American comics have millions of fans
Superman couple account for half
Interpretation of modern comedy plot
Bring you happiness every day
Remember to watch my videos on time!
#douluodalu #superman  #spiderman #supergirl",2025-01-04T23:00:07Z,UCzi1cjtEXE74u2dTXiJeb9A,超人夫妇,22,"['超人夫妇', '美漫', '超人', '蜘蛛侠', '二次元', '金刚', '怪兽', '斗罗大陆', '唐三', '小舞']",PT22S,hd,false,139422383,4311102,0,0,6946
7XPK_05aHt4,Tent House Me Baba Aagya ⛺️🎅 #shorts #ytshorts #viralvideos #santaclaus #tenthouse,Tent House Me Baba Aagya ⛺️🎅 #shorts #ytshorts #viralvideos #santaclaus #tenthouse,2025-01-05T01:38:12Z,UC2d238lEYmlHYpEm68wMc0A,Nishu jeet aarya,22,"['Tent House Me Baba Aagya ⛺️🎅', 'tent house me baba aagya', 'tent house me aagaya baba', 'tent house me aaya baba', 'tent house ke under baba aagya', 'tent house me baba aagya kaise', 'tent house me aaya baba tabhi', 'baba aagya tent house me', 'baba tent house me aaya', 'hamare piche baba pad gaya', 'viralvideo', 'shorts', 'ytshorts', 'youtubeshorts', 'shortsfeed', 'shortsvideo', 'trendingshorts']",PT30S,hd,false,43732059,693330,0,0,139
iBrHNiktF_U,Đã bảo game này dễ rồi mà [BEN EAGLE] #beneagle #training #kungfu #martialarts #funny,"Mình là người Việt Nam.
Cảm ơn các bạn đã ủng hộ kênh của mình nha.
Hãy đăng ký kênh để xem những video thú vị mỗi ngày nhé.
Hãy LIKE + BÌNH LUẬN + CHIA SẺ giúp mình nhé.
Niềm vui của các bạn chính là hạnh phúc của mình.
Yêu tất cả các bạn!!!
————————————
I am Vietnamese.
Thank you for supporting my channel.
Subscribe to the channel to watch interesting videos every day.
LIKE + SHARE + COMMENT
Your smile is my happiness.
Love you all!!!
___BEN EAGLE___
#beneagle #eaglesacademy #masterbeneagle #vothuatdienanh #vothuat #hanhdong #tuve #masterkungfu #haihuoc #tuvethucchien #dienxuat #action #funny #shortfilm #actionfilm #kungfu #selfdefence #fighting #combat #martialarts #trending #shorts #heroic #superhero #cookman #kingofkungfu #comedy #acting #actionactor #actiondirector #actionmovie",2025-01-04T12:00:52Z,UCbGPgvNunvclTypPtL3sa0w,BEN EAGLE,24,"['ben eagle', 'eagles', 'võ thuật điện ảnh', 'huấn luyện võ thuật điện ảnh', 'cascadeur', 'võ thuật', 'võ hiện đại', 'diễn viên hành động', 'ngôi sao võ thuật', 'trung tâm võ', 'học võ', 'tự vệ', 'eagle', 'shorts', 'ben eagle vn', 'lớp dạy võ', 'siêu nhân', 'phim hanh dong vo thuat', 'phim võ thuật', 'eagles academy', 'tiktok', 'master ben eagle', 'beneagle', 'ben eagle movie', 'ben eagle shorts', 'ben eagle tiktok', 'nhào lộn đường phố', 'tik tok', 'spider-man', 'sê lốc huy', 'skibidi toilet', 'minecraft', 'cartoon', 'youtube', 'ben eagle official']",PT42S,hd,false,126686744,2862937,0,0,8405
zO0pjK9_jL8,DR .. INJECTION 💉VS PAPA 🤣 #shorts #funny,DR .. INJECTION 💉VS PAPA 🤣 #shorts #funny,2025-01-05T13:17:55Z,UCVPP_lAuPWl_tBZ8R7rQPxQ,SANSAR COMEDY BAR,23,"['shorts', 'funny', 'comedy', 'trending', 'viral', 'yt shorts', 'youtube shorts', 'funny shorts', 'comedy shorts', 'viral shorts', 'trending shorts', 'funny comedy', 'latest shorts', 'latest comedy shorts', 'latest funny shorts', 'best shorts', 'best funny shorts', 'best comedy shorts', 'DR .. INJECTION', 'DR .. INJECTION 💉', 'DR .. INJECTION 💉🤣', 'DR .. INJECTION 💉VS PAPA', 'DR .. INJECTION 💉VS PAPA 🤣', 'Manu', 'chiku', 'Harry', 'PAPA', 'sansar comedy bar']",PT52S,hd,false,22982304,0,0,0,66
qE_ZB0sADXM,Jab aap laki aur unlucky donon Ho ( 🎥_@mateomassoni),,2025-01-09T05:23:25Z,UCOU9l0XsEmJPr-PGcb8F5ZA,RSMSA,24,[],PT31S,hd,false,20190685,400520,0,0,185
JKSCYQiiuL4,Viral glass ghar me banaya  #scienceandfun #ashusir #experiment #physics #viral #shorts #ytshorts,,2025-01-11T11:55:37Z,UCACU6FM4RgOgX0IHB7dudFA,Science and fun,28,[],PT59S,hd,false,16342190,583279,0,0,950
F6olQiyBL20,Apni khushiyo ke Karan dusro ka nuksaan na Kare 😔 || Jaanvi Patel #shorts,,2025-01-17T08:00:11Z,UCRqs0TZOqe5nrwP-BrdnCjg,jaanvi patel,22,[],PT1M,hd,false,12914584,291519,0,0,133
d6qhjOOWLIA,Carry Minati Tries American Snacks,@CarryMinati #carryminati #india #shorts,2025-01-08T17:00:45Z,UCMyOj6fhvKFMjxUCp3b_3gA,Nick DiGiovanni,22,"['Chef', 'Cook', 'Learn To Cook', 'Cooking', 'Food', 'MasterChef', 'Gordon Ramsay', 'MrBeast', 'Recipes', 'Healthy', 'Kitchen', 'Restaurant', 'Grill', 'Grilling', 'Seafood', 'Meat', 'Steak', 'United States', 'India', 'Spanish', 'International', 'Global', 'Cuisine']",PT31S,hd,false,22569791,1283926,0,0,4212
vd0WJAOaQBU,"Los Angeles Fire Left 1 House Standing While Burning Thousands Of Others, How Did This House Survive","In this compelling video, we explore the devastating impact of the recent Los Angeles fire that left thousands of homes in ruins. We delve into the remarkable story of one house that miraculously survived the blaze. Who is the owner of this resilient home, and what measures were taken to protect it? Join us as we uncover the details of this extraordinary tale amidst the chaos of destruction. 
Anchor: Hira Naveed

#LosAngelesFire #CaliforniaFire #CaliforniaWildFires #LAWildfires #DisasterResponse #HollywoodHomes #Hollywood #CelebrityHomes #FireDisaster #FirefightingHeroes #LosAngeles 

Follow Us on Facebook: https://www.facebook.com/urdupoint.network/
Follow Us on Twitter: https://twitter.com/DailyUrduPoint 
Follow Us on Instagram: https://www.instagram.com/urdupoint_com/
Visit Us on Web: https://www.urdupoint.com/",2025-01-11T13:01:10Z,UC8SUpGjRdTSqIBuOfmWp3rg,UrduPoint.com,25,"['urdupoint', 'urdupoint.com', 'urdu point', 'fire in los angeles', 'fire in los angeles today', 'fire in la', 'fire in america', 'fire in california', 'fire in usa', 'fire in california today', 'usa fire', 'california fire', 'california fire today', 'california fire celebrity', 'california fire tmz', 'california fire 2024', 'los angeles fire live coverage', 'los angeles fire 2025', 'los angeles fire today hindi', 'los angeles fire reason in urdu', 'los angeles fire today drone view', 'los angeles fire aerial view']",PT2M33S,hd,false,2038761,15727,0,0,672
1yqzyBbguPE,Joker trip himself.#devil  #lilith  #funny  #shorts,"Thanks for watching our videos, we will bring you joy every day and look forward to your subscription！！:)",2025-01-07T11:00:05Z,UCJgA0QBZF7-5sWiFjGUxsrw,Devil Lilith,22,[],PT26S,hd,false,54886116,975363,0,0,265
rXzn86gMOpg,आज तो भारी नुक़सान हो गया पापा का 🥲😬😭 ||end zrur dekhna😂❤️|| #shorts #comedy,,2025-01-06T13:31:17Z,UCigIQemkMDqVKxRxErb5fAA,Ankita Bhawsar,22,[],PT1M,hd,false,28957266,629994,0,0,232
ePEYcgyagHI,Golu Ka Pre Board Exam 😂 New Year Party Iski Nikal Gayi #shorts #comedy #aslimonaofficial,,2025-01-05T06:30:15Z,UCkaMZOILqfN5EYmQM0MmkIQ,Asli Mona Official,23,[],PT1M,hd,false,19387240,458103,0,0,343
H-9plYfkywc,Magnetic Glass ?? #anubhavsir #theoryofphysics,"Official Telegram Channel : 
t.me/toptheoryofphysics",2025-01-07T13:25:19Z,UCSrwhbt5DQZgTRnlPZ7EwXw,Theory_of_Physics X Unacademy,27,[],PT1M9S,hd,false,15011513,657636,0,0,574
_VLlvxKQCqU,WHY is the ice cream machine always BROKEN,This is why they are really broken all the time,2025-01-05T19:11:18Z,UCq8DICunczvLuJJq414110A,Zach King,24,"['Vine', 'Best of Vine', 'Vine Comedy', 'Funny', 'comedy', 'hilarious', 'cute', 'magic', 'vine magic', 'vine compilation', 'vine fail', 'watch vines', 'vine 2013', 'cool vines', 'special effects vines', 'zachking', 'ice cream machine', 'ice cream', 'machine broken', 'fail', 'funny']",PT25S,hd,false,69825635,877821,0,0,667
8Cf1_P0pZGQ,Moves you can use with your siblings to make your life at home more efficient. Part 6,,2025-01-02T17:30:42Z,UCb8vrqP8Z7Oz9ZTYvUtjUHQ,Daniel LaBelle,23,[],PT28S,hd,false,74726622,1164106,0,0,1052
ppM822cN9cg,सात रंगों वाला 6kg Chicken Making in Delhi 😱 Doctor Radipo से मंगवा रहे खाने के लिए #shorts,,2025-01-04T06:55:00Z,UC04ccb8PcLFULgGOIBUOmmA,Swad Ke Diwane,22,[],PT3M,hd,false,61011785,2552497,0,0,6063
